               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 113,            0.015214,            0.013975,            0.001014,              0.9623,             0.63755,             0.73014,             0.49691,             0.02843,            0.015885,           0.0067158,           0.0072438,           0.0072438,           0.0072438
                 114,            0.015494,            0.013461,          0.00091455,              0.8346,             0.70771,              0.7315,             0.48887,            0.028288,            0.016224,           0.0072419,           0.0072003,           0.0072003,           0.0072003
                 115,             0.01547,            0.013277,          0.00091774,             0.85891,             0.67203,             0.72802,             0.49658,            0.028363,            0.015498,           0.0068225,           0.0071566,           0.0071566,           0.0071566
                 116,            0.015155,            0.013509,           0.0010461,             0.90761,             0.61911,             0.71286,             0.48646,            0.028538,            0.016192,           0.0087141,           0.0071127,           0.0071127,           0.0071127
                 117,            0.014998,            0.012702,           0.0009643,             0.90953,              0.6599,             0.74109,             0.51595,            0.028169,            0.015892,           0.0063379,           0.0070686,           0.0070686,           0.0070686
                 118,            0.014818,            0.013218,          0.00092806,             0.91576,             0.66821,             0.73156,             0.49917,            0.028327,            0.015402,           0.0068613,           0.0070243,           0.0070243,           0.0070243
                 119,            0.015293,            0.013553,           0.0009002,             0.92999,             0.68808,               0.744,             0.51137,             0.02801,            0.015845,           0.0067942,           0.0069799,           0.0069799,           0.0069799
                 120,            0.014355,            0.012062,           0.0008798,             0.91615,             0.65152,             0.71603,             0.49626,            0.028229,            0.016039,           0.0070767,           0.0069353,           0.0069353,           0.0069353
                 121,            0.014851,            0.013405,          0.00087733,              0.8314,             0.71124,             0.74465,             0.49866,            0.028183,            0.015414,            0.006679,           0.0068906,           0.0068906,           0.0068906
                 122,            0.014548,            0.013005,          0.00084216,             0.87103,             0.70663,             0.74761,             0.49242,            0.028871,            0.015717,           0.0067014,           0.0068457,           0.0068457,           0.0068457
                 123,            0.014789,            0.012736,          0.00081454,             0.87898,              0.7019,             0.75619,             0.51188,            0.028066,            0.015601,           0.0058925,           0.0068006,           0.0068006,           0.0068006
                 124,            0.014256,            0.012053,          0.00075697,             0.89633,              0.7091,             0.77256,             0.50389,            0.028403,            0.015394,           0.0061794,           0.0067555,           0.0067555,           0.0067555
                 125,            0.014128,            0.012328,          0.00087254,             0.93355,             0.65604,             0.73191,             0.49797,            0.028324,            0.016126,            0.007037,           0.0067101,           0.0067101,           0.0067101
                 126,            0.014143,             0.01249,          0.00086672,             0.84729,             0.70212,             0.74561,             0.50415,            0.028697,            0.016627,           0.0073549,           0.0066647,           0.0066647,           0.0066647
                 127,            0.014321,            0.012569,           0.0008096,             0.90887,             0.64896,             0.72501,             0.49578,            0.028441,            0.016397,           0.0085381,           0.0066191,           0.0066191,           0.0066191
                 128,            0.014815,            0.012902,          0.00087328,             0.86545,             0.68141,              0.7287,             0.49054,            0.028849,            0.016346,           0.0076178,           0.0065734,           0.0065734,           0.0065734
                 129,            0.013948,            0.012478,          0.00083397,             0.93408,             0.63899,             0.71373,              0.4888,            0.028912,            0.017534,           0.0081099,           0.0065276,           0.0065276,           0.0065276
                 130,            0.014247,            0.012699,          0.00087839,             0.95004,             0.64882,             0.72784,             0.48763,            0.028548,            0.016674,           0.0074301,           0.0064816,           0.0064816,           0.0064816
                 131,             0.01398,            0.012268,          0.00086845,             0.95422,              0.6497,              0.7324,             0.49371,            0.028424,            0.015784,           0.0072371,           0.0064356,           0.0064356,           0.0064356
                 132,            0.014044,            0.012637,          0.00086296,             0.95762,             0.63733,             0.74114,             0.50179,            0.027742,             0.01541,           0.0072686,           0.0063895,           0.0063895,           0.0063895
                 133,            0.013824,            0.012205,          0.00081666,             0.95498,             0.64628,             0.71517,             0.48717,             0.02796,            0.015978,           0.0079291,           0.0063432,           0.0063432,           0.0063432
                 134,            0.013464,            0.011848,          0.00075934,               0.951,             0.63901,             0.72149,              0.4983,            0.028243,            0.016357,            0.008879,           0.0062969,           0.0062969,           0.0062969
                 135,            0.014078,            0.012318,          0.00077941,             0.92255,              0.6623,             0.72485,              0.4998,            0.028322,            0.016953,           0.0071244,           0.0062505,           0.0062505,           0.0062505
                 136,            0.013599,             0.01237,          0.00084766,             0.89863,             0.65473,             0.71033,             0.48005,            0.028452,            0.016599,           0.0081323,            0.006204,            0.006204,            0.006204
                 137,            0.013881,            0.012039,          0.00082751,             0.92924,             0.64086,             0.73096,             0.49632,            0.027931,            0.016467,           0.0069358,           0.0061574,           0.0061574,           0.0061574
                 138,            0.013472,            0.011969,          0.00084916,             0.90849,             0.62358,             0.71789,             0.48957,            0.028031,            0.016822,           0.0079264,           0.0061107,           0.0061107,           0.0061107
                 139,            0.013518,            0.012185,          0.00074365,             0.85215,             0.67735,               0.723,             0.49057,            0.028385,            0.016484,           0.0077616,            0.006064,            0.006064,            0.006064
                 140,            0.013121,             0.01176,          0.00076906,             0.80284,             0.67862,              0.7002,             0.49133,            0.027691,            0.017204,           0.0075859,           0.0060172,           0.0060172,           0.0060172
                 141,            0.013588,            0.011895,          0.00079848,              0.8522,             0.65473,              0.7279,             0.50595,            0.027758,            0.016536,           0.0069301,           0.0059704,           0.0059704,           0.0059704
                 142,            0.013476,            0.012215,          0.00079552,             0.82937,             0.66324,             0.72346,             0.49633,            0.027658,            0.016425,           0.0080092,           0.0059235,           0.0059235,           0.0059235
                 143,            0.013242,            0.012048,          0.00080963,             0.78889,             0.69235,             0.72282,             0.49025,            0.027656,             0.01615,           0.0081536,           0.0058766,           0.0058766,           0.0058766
                 144,            0.013545,            0.012322,          0.00080163,             0.85738,             0.70178,              0.7419,             0.50998,            0.027669,             0.01637,           0.0070687,           0.0058296,           0.0058296,           0.0058296
                 145,            0.013239,            0.011833,          0.00078133,             0.82619,             0.68393,             0.73274,             0.49119,            0.028121,            0.016471,           0.0086337,           0.0057826,           0.0057826,           0.0057826
                 146,            0.013029,            0.011586,          0.00069162,             0.93889,             0.61907,             0.72423,             0.48431,            0.027587,            0.016471,           0.0081051,           0.0057355,           0.0057355,           0.0057355
                 147,            0.013052,            0.011633,          0.00073456,             0.76405,              0.7182,             0.73871,              0.4917,            0.027787,            0.016427,           0.0086269,           0.0056884,           0.0056884,           0.0056884
                 148,            0.013299,            0.011494,          0.00070826,             0.81795,             0.69317,             0.74099,             0.50589,            0.027635,             0.01647,           0.0074926,           0.0056413,           0.0056413,           0.0056413
                 149,            0.013418,            0.011834,          0.00076879,             0.87282,             0.66234,             0.72327,             0.48984,            0.028017,            0.016744,           0.0076845,           0.0055942,           0.0055942,           0.0055942
                 150,            0.012963,            0.011571,          0.00072087,             0.86495,             0.65323,             0.71119,             0.48508,            0.028167,            0.016937,           0.0083793,           0.0055471,           0.0055471,           0.0055471
                 151,            0.013248,            0.012384,          0.00076881,             0.77124,             0.68084,             0.69513,             0.47891,            0.027695,            0.016693,           0.0094975,              0.0055,              0.0055,              0.0055
